0,12,24,0
10,12,24,8.64E-08
20,12,24,1.73E-07
30,12,24,2.59E-07
40,12,24,3.46E-07
50,12,24,4.32E-07
60,12,24,5.18E-07
70,12,24,6.05E-07
80,12,24,6.91E-07
90,12,24,7.78E-07
100,12,24,8.64E-07
110,12,24,9.50E-07
120,12,24,1.04E-06
130,12,24,1.12E-06
140,12,24,1.21E-06
150,12,24,1.30E-06
160,12,24,1.38E-06
170,12,24,1.47E-06
180,12,24,1.56E-06
190,12,24,1.64E-06
200,12,24,1.73E-06
210,12,24,1.81E-06
220,12,24,1.90E-06
230,12,24,1.99E-06
240,12,24,2.07E-06
250,12,24,2.16E-06
260,12,24,2.25E-06
270,12,24,2.33E-06
280,12,24,2.42E-06
290,12,24,2.51E-06
300,12,24,2.59E-06
310,12,24,2.68E-06
320,12,24,2.76E-06
330,12,24,2.85E-06
340,12,24,2.94E-06
350,12,24,3.02E-06
360,12,24,3.11E-06
370,12,24,3.20E-06
380,12,24,3.28E-06
390,12,24,3.37E-06
400,12,24,3.46E-06
410,12,24,3.54E-06
420,12,24,3.63E-06
430,12,24,3.72E-06
440,12,24,3.80E-06
450,12,24,3.89E-06
460,12,24,3.97E-06
470,12,24,4.06E-06
480,12,24,4.15E-06
490,12,24,4.23E-06
500,12,24,4.32E-06
510,8,32,4.41E-06
520,8,32,5.10E-06
530,8,32,5.79E-06
540,8,32,6.48E-06
550,8,32,7.17E-06
560,8,32,7.86E-06
570,8,32,8.55E-06
580,8,32,9.24E-06
590,8,32,9.94E-06
600,8,32,1.06E-05
610,8,32,1.13E-05
620,8,32,1.20E-05
630,8,32,1.27E-05
640,8,32,1.34E-05
650,8,32,1.41E-05
660,8,32,1.48E-05
670,8,32,1.55E-05
680,8,32,1.62E-05
690,8,32,1.68E-05
700,8,32,1.75E-05
710,8,32,1.82E-05
720,8,32,1.89E-05
730,8,32,1.96E-05
740,8,32,2.03E-05
750,0,28,2.10E-05
760,0,28,2.21E-05
770,0,28,2.32E-05
780,0,28,2.43E-05
790,0,28,2.54E-05
800,0,28,2.65E-05
810,0,28,2.76E-05
820,0,28,2.87E-05
830,0,28,2.98E-05
840,0,28,3.09E-05
850,0,28,3.20E-05
860,0,28,3.31E-05
870,0,28,3.42E-05
880,0,28,3.53E-05
890,0,28,3.64E-05
900,0,28,3.75E-05
910,0,28,3.86E-05
920,0,28,3.97E-05
930,0,28,4.08E-05
940,0,28,4.18E-05
950,0,28,4.29E-05
960,0,28,4.40E-05
970,0,28,4.51E-05
980,0,28,4.62E-05
990,0,28,4.73E-05
1000,0,28,4.84E-05
1010,0,28,4.95E-05
1020,0,28,5.06E-05
1030,0,28,5.17E-05
1040,0,28,5.28E-05
1050,0,28,5.39E-05
1060,0,28,5.50E-05
1070,0,28,5.61E-05
1080,0,28,5.72E-05
1090,0,28,5.83E-05
1100,0,28,5.94E-05
1110,0,28,6.05E-05
1120,0,28,6.16E-05
1130,0,28,6.27E-05
1140,0,28,6.38E-05
1150,0,28,6.49E-05
1160,0,28,6.60E-05
1170,0,28,6.71E-05
1180,0,28,6.82E-05
1190,0,28,6.93E-05
1200,0,28,7.04E-05
1210,0,28,7.15E-05
1220,0,28,7.26E-05
1230,0,28,7.37E-05
1240,0,28,7.48E-05
1250,0,28,7.59E-05
1260,0,28,7.70E-05
1270,0,28,7.81E-05
1280,0,28,7.92E-05
1290,0,28,8.03E-05
1300,0,28,8.14E-05
1310,0,28,8.25E-05
1320,0,28,8.36E-05
1330,0,28,8.47E-05
1340,0,28,8.58E-05
1350,0,28,8.69E-05
1360,0,28,8.79E-05
1370,0,28,8.90E-05
1380,0,28,9.01E-05
1390,0,28,9.12E-05
1400,0,28,9.23E-05
1410,0,28,9.34E-05
1420,0,28,9.45E-05
1430,0,28,9.56E-05
1440,0,28,9.67E-05
1450,0,28,9.78E-05
1460,0,28,9.89E-05
1470,0,28,1.00E-04
